can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,price,us_id,us_player_name,us_games,us_time,us_goals,us_xG,us_assists,us_xA,us_shots,us_key_passes,us_yellow_cards,us_red_cards,us_position,us_team_title,us_npg,us_npxG,us_xGChain,us_xGBuildup,us_season,us_player_id,xG_per_90,xA_per_90,form_momentum,minutes_last_five,is_home,opponent_difficulty,opponent_team,set_piece_threat,matchup_advantage,implied_goal_prob,implied_cs_prob,volatility_index,pos_DEF,pos_FWD,pos_GK,pos_MID,position_orig,predicted_xP_per_90,predicted_xP_def,predicted_xP_off,upside_potential,position,avg_mins,base_xP,minutes_risk,risk_multiplier,gw19_strength,technical_score,market_score,tactical_score,gw19_xP,gw5_strength,long_term_xP,final_5gw_xP
True,True,0.0,0.0,180135,0,0,-2,2,1,3,0.0,0.0,0,Sean,0.0,493,False,Calf injury - Expected back 07 Jan,2025-11-27T15:30:07.230475Z,48,180135.jpg,3.3,False,Longstaff,0.3,False,,i,11,2,40.0,174609,5,174726,119,0.0,8.3,Longstaff,241.0,2025-07-18,1997-10-30,False,p180135,877.0,1.0,2.0,1.0,15.0,0,0,0,1,0,0.0,4,221,228.2,327.0,54.0,60.9,23,36,35,94,10,0.74,1.27,2.01,11.28,1.0,,2.0,,,,[],161,63,36,34,266,144,100,60,0.08,0.0,0.13,0.21,1.16,1.54,344,215,685,289,134,60,331,111,1.03,0.1,9.65,Leeds,4.8,7078,Sean Longstaff,12.0,885.0,1.0,0.5766707360744476,2,2.3323587086051702,11.0,20.0,1,0,M S,Leeds,1,0.5766707360744476,2.6779219806194305,1.7294726222753525,2025.0,7078,0.05917943699737775,0.23935266108832992,0.002,"[0, 0, 0, 0, 0]",1,3,Man Utd,2.054161915621437,0.9930103133129214,0.08323333333333333,0.11666666666666665,0.0,0.0,0.0,0.0,1.0,MID,4.102664947509766,,4.102664947509766,4.102664947509766,MID,48.72222222222222,2.2210105919543603,0.0,1.0,0.8554815817569612,1.900033654304081,0.2331583333333333,4.04018254224728,1.8280008356014963,4.597946751264322,10.2120884358002,10.2120884358002
True,True,100.0,100.0,466525,0,0,-1,1,2,3,5.3,4.8,0,Anton,5.3,660,False,,2025-11-24T11:30:07.231421Z,49,466525.jpg,4.8,False,Stach,3.0,False,,a,11,2,76.0,818086,4858,497674,2355,1.1,15.5,Stach,80.0,2025-07-22,1998-11-15,False,p466525,1270.0,3.0,5.0,2.0,25.0,0,0,0,2,0,0.0,6,300,336.4,485.4,190.0,101.3,44,61,26,131,15,1.81,2.31,4.12,18.18,3.0,,1.0,,,,[],74,24,9,9,77,49,23,19,0.13,0.0,0.16,0.29,1.29,1.77,324,199,19,11,28,14,105,32,1.06,0.14,9.28,Leeds,4.9,9910,Anton Stach,16.0,1276.0,3.0,1.9336373396217823,2,3.061713710427284,32.0,31.0,2,0,M S,Leeds,3,1.9336373396217823,5.790679117664695,3.644272424280644,2025.0,9910,0.13702941776847277,0.2169718377468154,0.006,"[90, 90, 90, 90, 0]",1,3,Man Utd,2.846456692913386,0.9930103133129214,0.12018333333333334,0.11666666666666665,0.0,0.0,0.0,0.0,1.0,MID,5.211472034454346,,5.211472034454346,5.211472034454346,MID,70.55555555555556,4.08553671836853,1296.0,0.85,0.8554815817569612,2.9708362020326464,0.2978208333333333,4.832477319539229,2.541259814924169,4.597946751264322,15.96731823918463,15.96731823918463
True,True,100.0,100.0,201595,0,0,0,0,0,1,1.5,1.0,0,Lucas Estella,1.5,665,False,,2025-09-11T17:30:07.176029Z,45,201595.jpg,2.3,False,Perri,0.2,False,,a,11,2,30.0,27722,81,46502,86,0.3,6.7,Perri,30.0,2025-07-26,1997-12-10,False,p201595,1170.0,0.0,0.0,2.0,24.0,0,0,0,2,0,30.0,0,111,260.4,0.0,0.0,26.0,11,81,0,0,13,0.00,0.00,0.00,20.70,,,,,,,[],132,18,640,79,620,68,275,18,0.0,2.31,0.0,0.0,1.59,1.85,401,22,235,18,258,22,339,50,1.0,0.15,0.0,Leeds,4.5,12369,Lucas Perri,13.0,1170.0,0.0,0.0,0,0.0,0.0,0.0,2,0,GK,Leeds,0,0,2.379978634417057,2.379978634417057,2025.0,12369,0.0,0.0,0.0,"[90, 90, 90, 90, 0]",1,3,Man Utd,0.0,0.9221503637833467,0.09075,0.2333333333333333,0.0,0.0,0.0,1.0,0.0,GK,2.321200132369995,2.321200132369995,,,GK,65.0,1.6764223178227742,1296.0,0.85,0.8554815817569612,1.2190261537221432,0.5341,1.8443007275666934,1.1386032223744103,4.597946751264322,6.551885467483195,6.551885467483195
True,True,100.0,100.0,177815,1,-1,4,-4,2,4,7.5,7.0,0,Dominic,7.5,691,False,,2025-12-04T19:00:10.210491Z,59,177815.jpg,4.9,False,Calvert-Lewin,9.7,False,,a,11,2,78.0,1576433,32078,371967,5281,1.3,13.2,Calvert-Lewin,241.0,2025-08-15,1997-03-16,False,p177815,1113.0,8.0,1.0,3.0,17.0,0,0,0,0,0,0.0,15,263,310.4,169.5,530.0,100.3,10,20,7,37,12,6.73,0.72,7.44,13.14,,,,,,,[],92,8,111,4,6,5,25,5,0.54,0.0,0.06,0.6,1.06,1.37,93,28,2,2,24,2,45,8,0.97,0.24,2.99,Leeds,5.9,5555,Dominic Calvert-Lewin,16.0,1116.0,8.0,7.222659965977073,0,1.2653321214020252,34.0,12.0,0,0,F S,Leeds,7,6.461491113528609,8.754058020189404,1.3431714698672297,2025.0,5555,0.5840425848498981,0.10231796129935514,0.023,"[90, 90, 86, 84, 0]",1,3,Man Utd,4.285714285714286,1.0083131468839464,0.13834999999999997,0.11666666666666665,0.0,0.0,1.0,0.0,0.0,FWD,5.474569797515869,,5.474569797515869,5.474569797515869,FWD,61.833333333333336,3.761232212737755,1230.4,0.85,0.8554815817569612,2.7350151503019102,0.46145749999999985,6.302340579482179,2.766412941047391,4.597946751264322,14.699853618312039,14.699853618312039
True,True,100.0,100.0,435997,0,0,0,0,0,3,2.2,1.7,0,Noah,2.2,698,False,,2025-10-17T00:30:11.157914Z,55,435997.jpg,3.0,False,Okafor,0.1,False,,a,11,2,45.0,53935,137,44364,141,0.4,8.2,Okafor,207.0,2025-08-21,2000-05-24,False,p435997,927.0,2.0,2.0,2.0,18.0,0,0,0,2,0,0.0,3,155,159.6,159.1,228.0,54.7,14,32,16,62,12,2.61,0.76,3.37,13.50,,,,,,,[],223,96,120,88,61,38,127,71,0.25,0.0,0.07,0.32,1.31,1.75,143,91,180,85,177,75,448,153,1.17,0.19,6.02,Leeds,5.5,11966,Noah Okafor,15.0,969.0,2.0,2.7948979884386063,0,1.1323978081345558,19.0,10.0,2,0,F M S,Leeds,2,2.7948979884386063,5.959014169871807,2.2123279832303524,2025.0,11966,0.2713493192658841,0.10994153477034523,0.009,"[64, 90, 76, 72, 0]",1,3,Man Utd,2.213592233009709,0.9930103133129214,0.0948,0.11666666666666665,0.0,0.0,0.0,0.0,1.0,MID,4.369261741638184,,4.369261741638184,4.369261741638184,MID,51.5,2.5001886632707384,983.04,0.85,0.8554815817569612,1.8180355494938225,0.25339999999999996,4.199612859635552,1.8249603466740218,4.597946751264322,9.771374190558543,9.771374190558543
True,True,100.0,100.0,116535,0,0,-1,1,1,1,3.3,3.3,0,Alisson,2.8,366,False,,2025-11-27T10:00:06.952479Z,54,116535.jpg,3.5,False,Becker,6.0,False,,a,12,14,45.0,445449,1129,1143104,1877,0.5,8.3,A.Becker,30.0,2018-07-19,1992-10-02,False,p116535,1170.0,0.0,0.0,4.0,16.0,0,0,0,0,0,27.0,3,189,234.8,0.1,0.0,23.4,21,114,0,0,13,0.00,0.02,0.02,14.70,,,,,,,[],155,20,453,15,750,85,294,20,0.0,2.08,0.0,0.0,1.13,1.23,153,4,111,12,113,12,71,10,1.0,0.31,0.0,Liverpool,5.4,1257,Alisson,13.0,1170.0,0.0,0.0,0,0.0,0.0,0.0,0,0,GK,Liverpool,0,0,2.239564538002014,2.239564538002014,2025.0,1257,0.0,0.0,0.0,"[90, 90, 90, 90, 0]",0,3,Fulham,0.0,0.8398455043564178,0.09659999999999998,0.2333333333333333,0.0,0.0,0.0,1.0,0.0,GK,3.45825457572937,3.45825457572937,,,GK,65.0,2.4976283046934338,1296.0,0.85,1.011400791353225,2.1471877572921794,0.5504799999999999,1.6796910087128356,1.5746760803886568,4.918646322932115,10.442207735391799,10.442207735391799
True,True,,,544877,0,0,-4,4,0,2,2.7,2.7,0,Milos,2.2,371,False,,,56,544877.jpg,2.4,False,Kerkez,3.0,False,,a,12,14,41.0,274720,493,729422,805,0.4,7.3,Kerkez,98.0,2025-06-26,2003-11-07,False,p544877,1209.0,1.0,0.0,3.0,19.0,0,0,0,3,0,0.0,1,182,253.2,211.3,90.0,55.5,63,44,27,90,15,0.94,0.41,1.35,16.88,,,,,,,[],140,64,85,20,196,45,122,38,0.07,0.0,0.03,0.1,1.26,1.41,133,15,181,66,251,94,104,41,1.12,0.22,6.7,Liverpool,5.6,11709,Milos Kerkez,17.0,1222.0,1.0,0.9385205581784248,0,1.1276659704744816,6.0,12.0,3,0,D S,Liverpool,1,0.9385205581784248,6.712952684611082,4.946741154417396,2025.0,11709,0.06986505395869168,0.08394535760355942,0.003,"[90, 90, 90, 90, 0]",0,3,Fulham,1.3399503722084367,0.7944828414744459,0.0862,0.175,0.0,1.0,0.0,0.0,0.0,DEF,3.0571236610412598,3.0571236610412598,,,DEF,67.16666666666667,2.2815200655548664,1296.0,0.85,1.011400791353225,1.9614015198218857,0.33851999999999993,2.9289160551573286,1.6680399709424085,4.918646322932115,9.538691738966689,9.538691738966689
True,True,,,97032,0,0,-1,1,0,2,3.2,3.2,0,Virgil,2.7,373,False,,,59,97032.jpg,3.7,False,van Dijk,24.4,False,,a,12,14,66.0,2463349,4444,2662876,23118,0.5,11.2,Virgil,152.0,2018-01-01,1991-07-08,False,p97032,1620.0,0.0,0.0,5.0,26.0,0,0,0,3,0,0.0,4,256,519.4,107.9,126.0,75.2,171,38,13,184,18,0.78,0.42,1.20,21.80,,,,,,,[],6,3,176,44,136,22,55,7,0.04,0.0,0.02,0.06,1.21,1.44,91,5,122,42,100,39,14,4,1.0,0.28,10.22,Liverpool,5.9,833,Virgil van Dijk,18.0,1620.0,0.0,1.0119824018329382,0,0.1329494267702102,10.0,5.0,3,0,D,Liverpool,0,1.0119824018329382,6.175191071815789,6.156447079963982,2025.0,833,0.05622124454627434,0.007386079265011678,0.003,"[90, 90, 90, 90, 0]",0,3,Fulham,1.4000000000000001,0.7944828414744459,0.10215,0.175,0.0,1.0,0.0,0.0,0.0,DEF,3.6591787338256836,3.6591787338256836,,,DEF,90.0,3.6591787338256836,1296.0,0.85,1.011400791353225,3.14576182703006,0.372015,2.988965682948892,2.282278550104808,4.918646322932115,15.298475120470625,15.298475120470625
True,True,100.0,100.0,204716,0,0,-1,1,0,2,3.3,3.3,0,Ibrahima,2.8,374,False,,2025-10-05T01:30:08.114532Z,54,204716.jpg,3.6,False,Konaté,3.6,False,,a,12,14,64.0,487821,1292,475747,3694,0.5,11.9,Konaté,73.0,2021-07-01,1999-05-25,False,p204716,1516.0,0.0,0.0,5.0,23.0,0,0,0,4,0,0.0,5,238,386.8,84.8,71.0,54.5,127,51,29,156,18,0.81,0.43,1.24,19.23,,,,,,,"[{'property': 'suspension_risk', 'notes': 'This player currently has four yellow cards in the Premier League and will face a one-match suspension should they receive another before Gameweek 20.', 'gameweek': None, 'url': None}]",38,16,217,57,221,60,128,42,0.05,0.0,0.03,0.08,1.14,1.37,159,18,112,37,111,41,96,36,1.07,0.3,9.26,Liverpool,5.4,6326,Ibrahima Konaté,18.0,1542.0,0.0,1.258788175880909,0,0.6114864880219102,7.0,5.0,4,0,D,Liverpool,0,1.258788175880909,4.537652038037777,4.29466750472784,2025.0,6326,0.07473016875282441,0.03630196828626116,0.003,"[90, 90, 90, 90, 0]",0,3,Fulham,0.8430079155672824,0.7944828414744459,0.09913333333333332,0.175,0.0,1.0,0.0,0.0,0.0,DEF,3.8051955699920654,3.8051955699920654,,,DEF,84.22222222222223,3.5609114099431927,1296.0,0.85,1.011400791353225,3.0612823252619825,0.36567999999999995,2.431973598516174,2.1267398823342263,4.918646322932115,14.887634240883482,14.887634240883482
True,True,100.0,100.0,492777,0,0,0,0,0,2,1.7,1.7,0,Conor,1.2,375,False,,2025-12-20T23:00:11.314770Z,50,492777.jpg,1.8,False,Bradley,0.2,False,,a,12,14,22.0,54807,206,55444,181,0.2,4.4,Bradley,242.0,2023-09-25,2003-07-09,False,p492777,670.0,0.0,1.0,2.0,11.0,0,0,0,5,0,0.0,0,87,101.4,82.3,41.0,22.3,29,31,15,44,9,0.07,0.72,0.79,9.05,,,,,,,[],286,109,221,58,286,88,298,100,0.01,0.0,0.1,0.11,1.22,1.48,264,43,278,104,323,121,360,133,1.21,0.27,5.91,Liverpool,5.0,10120,Conor Bradley,12.0,701.0,0.0,0.0745613360777497,0,0.8082680143415928,3.0,3.0,5,0,D S,Liverpool,0,0.07456133607774973,2.4943146109581,1.963662439957261,2025.0,10120,0.010015701861190258,0.10857331535931843,0.0,"[67, 0, 45, 29, 0]",0,3,Fulham,1.101492537313433,0.7944828414744459,0.06373333333333332,0.175,0.0,1.0,0.0,0.0,0.0,DEF,2.960327386856079,2.960327386856079,,,DEF,37.22222222222222,1.224332931600971,675.76,0.85,1.011400791353225,1.0525476015158806,0.29133999999999993,2.690458220262325,1.1517674448104054,4.918646322932115,5.11875157125424,5.11875157125424
True,True,0.0,0.0,118748,0,0,-5,5,0,3,0.0,0.0,0,Mohamed,1.3,381,False,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,2025-12-13T14:30:11.477568Z,140,118748.jpg,4.6,False,Salah,14.7,False,,n,12,14,64.0,1266481,21,5765301,3262,0.1,4.6,M.Salah,63.0,2017-07-01,1992-06-15,False,p118748,1183.0,4.0,3.0,4.0,21.0,0,0,0,1,0,0.0,5,206,283.2,454.7,408.0,114.6,5,39,3,47,12,4.65,2.42,7.07,16.56,,,4.0,,1.0,,[],113,38,11,11,15,7,13,9,0.35,0.0,0.18,0.53,1.26,1.6,2,1,269,121,38,17,23,7,0.91,0.3,3.58,Liverpool,14.0,1250,Mohamed Salah,14.0,1187.0,4.0,5.063370227813721,3,3.13350086286664,34.0,33.0,1,0,F M S,Liverpool,3,4.3022013902664185,7.863276928663254,2.3338107615709305,2025.0,1250,0.38520990744144956,0.2383897528808095,0.018,"[0, 64, 0, 0, 0]",0,3,Fulham,6.1039729501267965,1.074102499172137,0.09928333333333332,0.11666666666666665,0.0,0.0,0.0,0.0,1.0,MID,4.8701653480529785,,4.8701653480529785,4.8701653480529785,MID,65.72222222222223,3.556423214041157,655.3600000000002,0.85,1.011400791353225,3.0574238651079755,0.2612458333333333,8.25217794847107,3.257521272248202,4.918646322932115,14.868869769853857,14.868869769853857
True,True,100.0,100.0,494595,0,0,-3,3,1,3,6.0,6.0,0,Florian,5.5,382,False,,2025-11-21T12:00:09.930986Z,82,494595.jpg,3.2,False,Wirtz,11.2,False,,a,12,14,55.0,1119182,12316,3423692,4548,0.7,6.7,Wirtz,80.0,2025-06-20,2003-05-03,False,p494595,1174.0,1.0,2.0,5.0,15.0,0,0,0,1,0,0.0,8,246,209.0,445.2,281.0,93.5,12,57,19,88,13,2.96,2.27,5.22,15.65,4.0,,,,,,[],179,71,12,12,46,28,36,28,0.23,0.0,0.17,0.4,1.2,1.15,14,9,18,10,159,70,38,16,1.0,0.38,6.75,Liverpool,8.2,8397,Florian Wirtz,17.0,1213.0,1.0,3.2687072940170765,1,2.275761365890503,22.0,30.0,1,0,M S,Liverpool,1,3.2687072940170765,9.706795394420624,5.6384584326297045,2025.0,8397,0.2505823308871694,0.17446211493198063,0.01,"[67, 77, 90, 90, 0]",0,3,Fulham,2.1541737649063033,1.074102499172137,0.11788333333333333,0.11666666666666665,0.0,0.0,0.0,0.0,1.0,MID,4.214257717132568,,4.214257717132568,4.214257717132568,MID,65.22222222222223,3.054036148094837,1124.56,0.85,1.011400791353225,2.625526390453802,0.29379583333333326,4.302378763250577,2.2613776978770166,4.918646322932115,12.768465119439163,12.768465119439163
True,True,100.0,100.0,243298,0,0,-2,2,1,3,1.2,1.2,0,Cody,0.7,384,False,,2025-12-09T02:00:07.849895Z,73,243298.jpg,4.1,False,Gakpo,5.3,False,,a,12,14,66.0,3134400,1894,3557975,1268,0.1,9.0,Gakpo,152.0,2023-01-01,1999-05-07,False,p243298,1140.0,4.0,3.0,4.0,19.0,0,0,0,0,0,0.0,5,237,270.0,366.8,369.0,100.5,18,38,10,66,13,4.08,2.76,6.84,13.42,3.0,,,,2.0,,[],122,42,24,24,21,10,24,20,0.32,0.0,0.22,0.54,1.06,1.5,28,18,338,156,76,32,76,25,1.03,0.32,5.21,Liverpool,7.3,11296,Cody Gakpo,16.0,1133.0,4.0,4.62406787276268,3,4.372398814186454,37.0,26.0,0,0,F M S,Liverpool,4,4.62406787276268,9.13876899331808,2.0386808179318905,2025.0,11296,0.3650579899549484,0.3451893800673516,0.014,"[82, 0, 0, 4, 0]",0,3,Fulham,3.9131578947368424,1.074102499172137,0.09515000000000001,0.11666666666666665,0.0,0.0,0.0,0.0,1.0,MID,5.209948539733887,,5.209948539733887,5.209948539733887,MID,63.333333333333336,3.666260083516439,1052.16,0.85,1.011400791353225,3.1518495973089773,0.2540125,6.0613628930811165,2.864401127270712,4.918646322932115,15.328081176895783,15.328081176895783
True,True,100.0,100.0,243016,0,0,-3,3,0,3,2.0,2.0,0,Alexis,1.5,386,False,,2025-08-28T17:30:07.822110Z,62,243016.jpg,2.3,False,Mac Allister,1.4,False,,a,12,14,39.0,149845,563,225435,874,0.2,6.3,Mac Allister,10.0,2023-06-14,1998-12-24,False,p243016,1182.0,0.0,2.0,4.0,17.0,0,0,0,2,0,0.0,0,200,177.6,224.6,148.0,55.1,27,48,20,95,15,1.69,0.83,2.52,15.10,,,,,3.0,,[],204,85,80,59,112,66,125,70,0.13,0.0,0.06,0.19,1.15,1.29,75,49,248,112,265,118,156,52,1.14,0.3,7.23,Liverpool,6.2,8379,Alexis Mac Allister,17.0,1215.0,0.0,1.8321003941819072,2,1.2868418572470546,24.0,11.0,2,0,M S,Liverpool,0,1.8321003941819072,7.0884156208485365,5.083275837823749,2025.0,8379,0.1395000300138508,0.09798288253150161,0.005,"[22, 90, 90, 90, 0]",0,3,Fulham,1.1269035532994924,1.074102499172137,0.10014999999999999,0.11666666666666665,0.0,0.0,0.0,0.0,1.0,MID,2.9706168174743652,,2.9706168174743652,2.9706168174743652,MID,65.66666666666667,2.16745004830537,1546.2400000000002,0.85,1.011400791353225,1.8633365899634415,0.26276249999999995,3.2751085516437666,1.6655187553104742,4.918646322932115,9.061782178700806,9.061782178700806
True,True,100.0,100.0,424876,0,0,1,-1,1,3,2.8,2.8,0,Dominik,2.3,387,False,,2025-12-13T19:30:11.046303Z,66,424876.jpg,3.7,False,Szoboszlai,4.8,False,,a,12,14,63.0,1233623,5592,1009879,2669,0.3,9.5,Szoboszlai,98.0,2023-07-02,2000-10-25,False,p424876,1522.0,2.0,1.0,5.0,25.0,0,0,0,5,0,0.0,8,338,370.8,550.7,186.0,110.8,49,94,28,171,17,2.12,2.47,4.59,20.51,2.0,,2.0,,,,[],47,13,2,2,84,54,16,12,0.13,0.0,0.15,0.28,1.21,1.48,48,31,164,75,102,43,81,27,1.01,0.3,10.11,Liverpool,6.6,9788,Dominik Szoboszlai,17.0,1526.0,2.0,2.120413159020245,1,2.739145867526531,30.0,31.0,5,0,D M,Liverpool,2,2.120413159020245,10.199074372649193,7.160502672195435,2025.0,9788,0.12538579783956771,0.16197314591155573,0.006,"[90, 82, 90, 0, 0]",0,3,Fulham,1.8498685939553219,1.074102499172137,0.11508333333333333,0.11666666666666665,0.0,0.0,0.0,0.0,1.0,MID,3.726044178009033,,3.726044178009033,3.726044178009033,MID,84.55555555555556,3.5006415055121907,1839.0400000000002,0.85,1.011400791353225,3.0094688505811282,0.2888958333333333,3.998073592299596,2.391017893750483,4.918646322932115,14.635654848642416,14.635654848642416
True,True,100.0,100.0,206915,0,0,-1,1,0,3,2.7,2.7,0,Curtis,2.2,388,False,,2025-10-25T23:00:08.088311Z,54,206915.jpg,1.8,False,Jones,0.2,False,,a,12,14,29.0,23867,153,19579,189,0.4,5.4,C.Jones,241.0,2018-04-06,2001-01-30,False,p206915,815.0,0.0,1.0,1.0,17.0,0,0,0,1,0,0.0,1,187,151.4,175.3,57.0,38.2,15,65,18,98,7,0.56,1.36,1.92,13.41,,,,,,,[],234,103,103,75,259,139,215,110,0.06,0.0,0.15,0.21,1.48,1.88,161,101,179,84,327,147,382,127,0.77,0.11,10.82,Liverpool,5.4,6665,Curtis Jones,16.0,797.0,0.0,0.3959789928048849,0,0.7577087990939617,9.0,9.0,1,0,M S,Liverpool,0,0.3959789928048849,3.741950696334243,3.1916978247463703,2025.0,6665,0.04372774153673576,0.0836733643171246,0.001,"[90, 90, 90, 90, 0]",0,3,Fulham,0.6294478527607362,1.074102499172137,0.09106666666666667,0.11666666666666665,0.0,0.0,0.0,0.0,1.0,MID,3.2029261589050293,,3.2029261589050293,3.2029261589050293,MID,45.27777777777778,1.6113486540170363,1296.0,0.85,1.011400791353225,1.3852614082459669,0.24686666666666662,2.7776528511050103,1.3222212743439856,4.918646322932115,6.736806012236132,6.736806012236132
True,True,100.0,100.0,441266,0,0,2,-2,3,3,5.2,5.2,0,Ryan,4.7,390,False,,2025-10-20T00:30:09.747338Z,57,441266.jpg,5.2,False,Gravenberch,6.6,False,,a,12,14,84.0,1639354,12283,929407,3331,0.8,14.7,Gravenberch,152.0,2023-09-01,2002-05-16,False,p441266,1411.0,4.0,3.0,5.0,20.0,0,0,0,3,0,0.0,13,365,380.0,248.6,112.0,74.1,49,64,27,140,16,0.95,0.99,1.94,16.71,,,,,,,[],42,11,63,51,159,92,62,42,0.06,0.0,0.06,0.12,1.07,1.28,121,77,28,14,16,8,68,23,1.02,0.32,8.93,Liverpool,5.7,10697,Ryan Gravenberch,16.0,1416.0,4.0,0.7806455362588167,2,1.3564730118960142,18.0,15.0,3,0,M,Liverpool,4,0.7806455362588167,6.100840725004673,4.972440861165524,2025.0,10697,0.04979312421211446,0.08652202060286412,0.002,"[90, 90, 90, 90, 0]",0,3,Fulham,0.7143869596031184,1.074102499172137,0.12218333333333334,0.11666666666666665,0.0,0.0,0.0,0.0,1.0,MID,5.357122421264648,,5.357122421264648,5.357122421264648,MID,78.38888888888889,4.665987491607665,1296.0,0.85,1.011400791353225,4.011305925237806,0.3013208333333333,2.8625919579473926,2.6685676042083815,4.918646322932115,19.50779088567679,19.50779088567679
True,True,0.0,0.0,219168,0,0,-2,2,0,4,0.0,0.0,0,Alexander,1.7,499,False,Ankle injury - Unknown return date,2025-12-20T23:00:11.567903Z,103,219168.jpg,2.9,False,Isak,3.8,False,,i,12,14,29.0,1796114,21,2379112,1151,0.2,2.8,Isak,206.0,2025-09-01,1999-09-21,False,p219168,501.0,2.0,1.0,1.0,7.0,0,0,0,0,0,0.0,2,96,97.6,36.5,143.0,26.9,6,11,6,23,6,2.04,0.07,2.11,5.10,,,,,,,[],291,27,319,37,120,30,271,31,0.37,0.0,0.01,0.38,0.92,1.26,4,2,226,23,199,18,91,16,1.08,0.18,4.13,Liverpool,10.3,5232,Alexander Isak,10.0,519.0,2.0,2.7675887029618025,1,0.8461103290319443,15.0,2.0,0,0,F S,Liverpool,2,2.7675887029618025,3.7432759013026953,0.9481621384620668,2025.0,5232,0.4971716232865513,0.15199586749076843,0.014,"[6, 12, 14, 0, 0]",0,3,Fulham,2.568862275449102,0.8891213389121339,0.09184999999999999,0.11666666666666665,0.0,0.0,1.0,0.0,0.0,FWD,5.209650993347168,,5.209650993347168,5.209650993347168,FWD,27.833333333333332,1.6111328072018092,34.24,1.0,1.011400791353225,1.6295009961790528,0.3475324999999999,4.347104953273369,1.7884312387442003,4.918646322932115,7.924592457898474,7.924592457898474
True,True,100.0,100.0,510663,0,0,6,-6,2,4,7.3,7.3,0,Hugo,6.8,661,False,,2025-11-27T10:00:07.363885Z,91,510663.jpg,4.8,False,Ekitiké,36.1,False,,a,12,14,82.0,6275389,24026,4023383,8345,0.7,9.0,Ekitiké,73.0,2025-07-23,2002-06-20,False,p510663,1038.0,8.0,2.0,4.0,15.0,0,0,0,0,0,0.0,16,304,352.6,151.7,390.0,88.4,21,23,7,51,12,4.76,0.80,5.56,15.58,,,,,,,[],62,6,130,8,17,9,42,8,0.41,0.0,0.07,0.48,1.35,1.3,7,3,5,4,30,4,5,2,1.04,0.35,4.42,Liverpool,9.1,8995,Hugo Ekitike,17.0,1068.0,8.0,5.538599904626608,2,1.2928698733448982,35.0,10.0,0,0,F S,Liverpool,8,5.538599904626608,8.25617228448391,3.554541401565075,2025.0,8995,0.4802254252566423,0.11209854393163857,0.016,"[83, 77, 90, 85, 0]",0,3,Fulham,3.3815028901734103,0.8891213389121339,0.13269999999999998,0.11666666666666665,0.0,0.0,1.0,0.0,0.0,FWD,7.108866214752197,,7.108866214752197,7.108866214752197,FWD,57.666666666666664,4.554940204267148,1139.6,0.85,1.011400791353225,3.915839608088052,0.4476149999999999,5.159745567997678,3.124153417643562,4.918646322932115,19.043518903860125,19.043518903860125
